rule,rep,n_neurons,draw,accuracy8,accuracy3
STDP,7,5,1,0.37625,0.76375
STDP,7,5,2,0.3825,0.7762499999999999
STDP,7,5,3,0.385,0.77
STDP,7,5,4,0.3875,0.7749999999999999
STDP,7,5,5,0.39375,0.7787499999999999
STDP,7,5,6,0.38375000000000004,0.77125
STDP,7,5,7,0.38249999999999995,0.7737499999999999
STDP,7,5,8,0.385,0.7762499999999999
STDP,7,5,9,0.4,0.78125
STDP,7,10,0,0.38375000000000004,0.7725
STDP,7,10,1,0.37875000000000003,0.77125
STDP,7,10,2,0.40124999999999994,0.77875
STDP,7,10,3,0.3975,0.78
STDP,7,10,4,0.37625,0.7699999999999999
STDP,7,10,5,0.38874999999999993,0.77125
STDP,7,10,6,0.38,0.77125
STDP,7,10,7,0.3875,0.77375
STDP,7,20,0,0.37875,0.7674999999999998
STDP,7,20,1,0.39125,0.7775000000000001
STDP,7,20,2,0.3775,0.7725
STDP,7,20,3,0.38375,0.77125
STDP,7,20,4,0.39625,0.7775000000000001
STDP,7,40,0,0.39499999999999996,0.7762500000000001
T_STDP,7,1,0,0.125,0.375
T_STDP,7,1,1,0.39374999999999993,0.7762499999999999
T_STDP,7,1,2,0.37749999999999995,0.78125
T_STDP,7,1,3,0.125,0.375
T_STDP,7,1,4,0.125,0.375
T_STDP,7,1,5,0.37875000000000003,0.7775
T_STDP,7,1,6,0.125,0.375
T_STDP,7,1,7,0.37749999999999995,0.78125
T_STDP,7,1,8,0.125,0.375
T_STDP,7,1,9,0.125,0.375
T_STDP,7,2,0,0.125,0.375
T_STDP,7,2,1,0.39875000000000005,0.78375
T_STDP,7,2,2,0.125,0.375
T_STDP,7,2,3,0.125,0.375
T_STDP,7,2,4,0.16625,0.315
T_STDP,7,2,5,0.39625,0.7825
T_STDP,7,2,6,0.38249999999999995,0.7775
T_STDP,7,2,7,0.38875000000000004,0.78625
T_STDP,7,2,8,0.125,0.375
T_STDP,7,2,9,0.40374999999999994,0.7737499999999999
T_STDP,7,5,0,0.39625,0.7762500000000001
T_STDP,7,5,1,0.38125,0.7774999999999999
T_STDP,7,5,2,0.40125,0.78
T_STDP,7,5,3,0.39374999999999993,0.7775
T_STDP,7,5,4,0.4025,0.7825
T_STDP,7,5,5,0.395,0.78
T_STDP,7,5,6,0.39875000000000005,0.78375
T_STDP,7,5,7,0.40249999999999997,0.7787499999999999
T_STDP,7,5,8,0.4050000000000001,0.7837500000000001
T_STDP,7,5,9,0.37124999999999997,0.77625
T_STDP,7,10,0,0.3950000000000001,0.7799999999999999
T_STDP,7,10,1,0.39499999999999996,0.77625
T_STDP,7,10,2,0.3825,0.7825
T_STDP,7,10,3,0.39375,0.785
T_STDP,7,10,4,0.38375,0.7762499999999999
T_STDP,7,10,5,0.3975,0.7787499999999999
T_STDP,7,10,6,0.38875000000000004,0.78
T_STDP,7,10,7,0.3775,0.78
T_STDP,7,20,0,0.39249999999999996,0.7762499999999999
T_STDP,7,20,1,0.38875,0.7775
T_STDP,7,20,2,0.38625000000000004,0.7775000000000001
T_STDP,7,20,3,0.39249999999999996,0.7799999999999999
T_STDP,7,20,4,0.39875000000000005,0.7874999999999999
T_STDP,7,40,0,0.39499999999999996,0.7812499999999999
SRDP,7,1,0,0.125,0.375
SRDP,7,1,1,0.37500000000000006,0.7412500000000001
SRDP,7,1,2,0.3525,0.70875
SRDP,7,1,3,0.125,0.375
SRDP,7,1,4,0.125,0.375
SRDP,7,1,5,0.35875,0.7212500000000001
SRDP,7,1,6,0.125,0.375
SRDP,7,1,7,0.3525,0.70875
SRDP,7,1,8,0.125,0.375
SRDP,7,1,9,0.125,0.375
SRDP,7,2,0,0.125,0.375
SRDP,7,2,1,0.3525,0.7150000000000001
SRDP,7,2,2,0.125,0.375
SRDP,7,2,3,0.335,0.6512500000000001
SRDP,7,2,4,0.3475,0.6812499999999999
SRDP,7,2,5,0.43249999999999994,0.77125
SRDP,7,2,6,0.40374999999999994,0.74875
SRDP,7,2,7,0.38,0.7175
SRDP,7,2,8,0.125,0.375
SRDP,7,2,9,0.38625,0.7725
SRDP,7,5,0,0.3875,0.7725000000000001
SRDP,7,5,1,0.42374999999999996,0.78
SRDP,7,5,2,0.38375,0.72625
SRDP,7,5,3,0.39125,0.76
SRDP,7,5,4,0.42874999999999996,0.7775
SRDP,7,5,5,0.39375,0.7762499999999999
SRDP,7,5,6,0.3525,0.7150000000000001
SRDP,7,5,7,0.35625,0.66875
SRDP,7,5,8,0.3925,0.7625
SRDP,7,5,9,0.36500000000000005,0.72125
SRDP,7,10,0,0.40125,0.7562500000000001
SRDP,7,10,1,0.39249999999999996,0.7625000000000001
SRDP,7,10,2,0.42749999999999994,0.77875
SRDP,7,10,3,0.41,0.7675
SRDP,7,10,4,0.425,0.79375
SRDP,7,10,5,0.41875,0.78125
SRDP,7,10,6,0.42250000000000004,0.78375
SRDP,7,10,7,0.4125,0.78
SRDP,7,20,0,0.4125,0.785
SRDP,7,20,1,0.40374999999999994,0.76
SRDP,7,20,2,0.41,0.7775000000000001
SRDP,7,20,3,0.43624999999999997,0.7899999999999999
SRDP,7,20,4,0.4125,0.765
SRDP,7,40,0,0.41875,0.7787499999999999
STDP,8,1,0,0.125,0.375
STDP,8,1,1,0.39249999999999996,0.7649999999999999
STDP,8,1,2,0.37625000000000003,0.7637500000000002
STDP,8,1,3,0.37625000000000003,0.7637500000000002
STDP,8,1,4,0.39875,0.7674999999999998
STDP,8,1,5,0.3775,0.745
STDP,8,1,6,0.38625000000000004,0.75625
STDP,8,1,7,0.40374999999999994,0.775
STDP,8,1,8,0.38625000000000004,0.75625
STDP,8,1,9,0.125,0.375
STDP,8,2,0,0.39375,0.7649999999999999
STDP,8,2,1,0.37625000000000003,0.7637500000000002
STDP,8,2,2,0.38625,0.76
STDP,8,2,3,0.41500000000000004,0.7675000000000001
STDP,8,2,4,0.37749999999999995,0.7625000000000001
STDP,8,2,5,0.38625,0.75625
STDP,8,2,6,0.38,0.7637499999999999
STDP,8,2,7,0.39249999999999996,0.775
STDP,8,2,8,0.37,0.74625
STDP,8,2,9,0.3875,0.76625
STDP,8,5,0,0.38125,0.7575000000000001
STDP,8,5,1,0.38875,0.7575000000000001
STDP,8,5,2,0.38375000000000004,0.7637500000000002
STDP,8,5,3,0.38625,0.75875
STDP,8,5,4,0.39375,0.7724999999999999
STDP,8,5,5,0.38125,0.7662500000000001
STDP,8,5,6,0.39375,0.76
STDP,8,5,7,0.3925,0.765
STDP,8,5,8,0.38625,0.76
STDP,8,5,9,0.4025,0.7649999999999999
STDP,8,10,0,0.39875,0.7637500000000002
STDP,8,10,1,0.395,0.7649999999999999
STDP,8,10,2,0.395,0.75875
STDP,8,10,3,0.395,0.7649999999999999
STDP,8,10,4,0.3825,0.7662499999999999
STDP,8,10,5,0.39625,0.76
STDP,8,10,6,0.4025,0.76375
STDP,8,10,7,0.4125,0.7637500000000002
STDP,8,20,0,0.3925,0.7649999999999999
STDP,8,20,1,0.39749999999999996,0.7649999999999999
STDP,8,20,2,0.40125,0.76125
STDP,8,20,3,0.39749999999999996,0.7625
STDP,8,20,4,0.39249999999999996,0.765
STDP,8,40,0,0.40499999999999997,0.765
T_STDP,8,1,0,0.125,0.375
T_STDP,8,1,1,0.42124999999999996,0.785
T_STDP,8,1,2,0.35750000000000004,0.7662500000000001
T_STDP,8,1,3,0.35750000000000004,0.7662500000000001
T_STDP,8,1,4,0.38125,0.7675
T_STDP,8,1,5,0.36,0.7562500000000001
T_STDP,8,1,6,0.35125,0.765
T_STDP,8,1,7,0.3675,0.76125
T_STDP,8,1,8,0.35125,0.765
T_STDP,8,1,9,0.125,0.375
T_STDP,8,2,0,0.37375,0.7725000000000001
T_STDP,8,2,1,0.35750000000000004,0.7662500000000001
T_STDP,8,2,2,0.35374999999999995,0.76125
T_STDP,8,2,3,0.125,0.375
T_STDP,8,2,4,0.36375,0.77125
T_STDP,8,2,5,0.3662500000000001,0.765
T_STDP,8,2,6,0.36875,0.7725000000000001
T_STDP,8,2,7,0.36875,0.77125
T_STDP,8,2,8,0.375,0.76875
T_STDP,8,2,9,0.3725,0.76375
T_STDP,8,5,0,0.3675,0.7675000000000001
T_STDP,8,5,1,0.36624999999999996,0.76875
T_STDP,8,5,2,0.36750000000000005,0.77125
T_STDP,8,5,3,0.41375,0.7699999999999999
T_STDP,8,5,4,0.37124999999999997,0.76875
T_STDP,8,5,5,0.37625,0.7725
T_STDP,8,5,6,0.38125,0.775
T_STDP,8,5,7,0.37500000000000006,0.7662500000000001
T_STDP,8,5,8,0.37749999999999995,0.77125
T_STDP,8,5,9,0.47874999999999995,0.8112499999999999
T_STDP,8,10,0,0.4149999999999999,0.7725
T_STDP,8,10,1,0.42124999999999996,0.7725
T_STDP,8,10,2,0.37500000000000006,0.76875
T_STDP,8,10,3,0.37249999999999994,0.77
T_STDP,8,10,4,0.37875000000000003,0.76875
T_STDP,8,10,5,0.38375,0.77625
T_STDP,8,10,6,0.41875,0.7775000000000001
T_STDP,8,10,7,0.49124999999999996,0.79875
T_STDP,8,20,0,0.41875,0.7725
T_STDP,8,20,1,0.44000000000000006,0.78625
T_STDP,8,20,2,0.42000000000000004,0.7762499999999999
T_STDP,8,20,3,0.3775,0.7699999999999999
T_STDP,8,20,4,0.48125000000000007,0.79125
T_STDP,8,40,0,0.43999999999999995,0.78125
SRDP,8,1,0,0.125,0.375
SRDP,8,1,1,0.4287500000000001,0.7262500000000001
SRDP,8,1,2,0.4025,0.7449999999999999
SRDP,8,1,3,0.4025,0.7449999999999999
SRDP,8,1,4,0.4225,0.8087500000000001
SRDP,8,1,5,0.37250000000000005,0.75125
SRDP,8,1,6,0.38625000000000004,0.7362500000000001
SRDP,8,1,7,0.39499999999999996,0.7025
SRDP,8,1,8,0.38625000000000004,0.7362500000000001
SRDP,8,1,9,0.125,0.375
SRDP,8,2,0,0.3975,0.69625
SRDP,8,2,1,0.4025,0.7449999999999999
SRDP,8,2,2,0.4025,0.68
SRDP,8,2,3,0.4025,0.6849999999999999
SRDP,8,2,4,0.42125,0.7662500000000001
SRDP,8,2,5,0.4175,0.69
SRDP,8,2,6,0.41125,0.76875
SRDP,8,2,7,0.37,0.675
SRDP,8,2,8,0.41375,0.68125
SRDP,8,2,9,0.36750000000000005,0.7025
SRDP,8,5,0,0.40625,0.765
SRDP,8,5,1,0.45375000000000004,0.7787499999999999
SRDP,8,5,2,0.44125,0.7975000000000001
SRDP,8,5,3,0.48875,0.8025
SRDP,8,5,4,0.44125,0.79125
SRDP,8,5,5,0.45375000000000004,0.8125
SRDP,8,5,6,0.41875,0.75
SRDP,8,5,7,0.41125000000000006,0.7725
SRDP,8,5,8,0.40499999999999997,0.7012499999999999
SRDP,8,5,9,0.45500000000000007,0.7387499999999999
SRDP,8,10,0,0.43,0.79125
SRDP,8,10,1,0.4625,0.79625
SRDP,8,10,2,0.44125000000000003,0.79625
SRDP,8,10,3,0.49375,0.8074999999999999
SRDP,8,10,4,0.43,0.7925
SRDP,8,10,5,0.43499999999999994,0.7925000000000001
SRDP,8,10,6,0.46625000000000005,0.78625
SRDP,8,10,7,0.47125000000000006,0.8012499999999999
SRDP,8,20,0,0.4425,0.79625
SRDP,8,20,1,0.45875000000000005,0.7962499999999999
SRDP,8,20,2,0.45499999999999996,0.7987500000000001
SRDP,8,20,3,0.4575,0.8012499999999999
SRDP,8,20,4,0.45999999999999996,0.79875
SRDP,8,40,0,0.44875,0.7949999999999999
STDP,9,1,0,0.38375,0.7675
STDP,9,1,1,0.37374999999999997,0.7525000000000001
STDP,9,1,2,0.125,0.375
STDP,9,1,3,0.125,0.375
STDP,9,1,4,0.37125,0.76625
STDP,9,1,5,0.3725,0.7675
STDP,9,1,6,0.38125,0.7499999999999999
STDP,9,1,7,0.37875000000000003,0.7662500000000001
STDP,9,1,8,0.38125,0.75
STDP,9,1,9,0.125,0.375
STDP,9,2,0,0.38375,0.76
STDP,9,2,1,0.36124999999999996,0.74875
STDP,9,2,2,0.35000000000000003,0.75625
STDP,9,2,3,0.38125,0.75
STDP,9,2,4,0.125,0.375
STDP,9,2,5,0.3525,0.7500000000000001
STDP,9,2,6,0.39375,0.76875
STDP,9,2,7,0.125,0.375
STDP,9,2,8,0.36750000000000005,0.75375
STDP,9,2,9,0.125,0.375
STDP,9,5,0,0.38375,0.75375
STDP,9,5,1,0.37875000000000003,0.7562500000000001
STDP,9,5,2,0.39875,0.7662500000000001
STDP,9,5,3,0.3875,0.7575000000000001
STDP,9,5,4,0.35000000000000003,0.7550000000000001
STDP,9,5,5,0.38125,0.76375
STDP,9,5,6,0.39249999999999996,0.7662500000000001
STDP,9,5,7,0.38625,0.7725000000000001
STDP,9,5,8,0.39125,0.755
STDP,9,5,9,0.36,0.75
STDP,9,10,0,0.38375,0.7537499999999999
STDP,9,10,1,0.38375,0.755
STDP,9,10,2,0.38875,0.76375
STDP,9,10,3,0.38125,0.76125
STDP,9,10,4,0.38625,0.76
STDP,9,10,5,0.37875,0.7587499999999999
STDP,9,10,6,0.37374999999999997,0.755
STDP,9,10,7,0.38625,0.77
STDP,9,20,0,0.39,0.76375
STDP,9,20,1,0.39374999999999993,0.7625000000000001
STDP,9,20,2,0.38499999999999995,0.7662500000000001
STDP,9,20,3,0.37749999999999995,0.7612500000000001
STDP,9,20,4,0.37124999999999997,0.76
STDP,9,40,0,0.385,0.7612500000000001
T_STDP,9,1,0,0.37124999999999997,0.77375
T_STDP,9,1,1,0.3675,0.7675
T_STDP,9,1,2,0.125,0.375
T_STDP,9,1,3,0.125,0.375
T_STDP,9,1,4,0.36,0.7637499999999999
T_STDP,9,1,5,0.37124999999999997,0.7662500000000001
T_STDP,9,1,6,0.395,0.77625
T_STDP,9,1,7,0.3625,0.7725000000000001
T_STDP,9,1,8,0.38999999999999996,0.77375
T_STDP,9,1,9,0.125,0.375
T_STDP,9,2,0,0.37,0.7675
T_STDP,9,2,1,0.3875,0.77125
T_STDP,9,2,2,0.37,0.7612500000000001
T_STDP,9,2,3,0.38999999999999996,0.77375
T_STDP,9,2,4,0.125,0.375
T_STDP,9,2,5,0.38875,0.7725
T_STDP,9,2,6,0.125,0.375
T_STDP,9,2,7,0.125,0.375
T_STDP,9,2,8,0.3775,0.7675000000000001
T_STDP,9,2,9,0.125,0.375
T_STDP,9,5,0,0.38125,0.77375
T_STDP,9,5,1,0.3725,0.77
T_STDP,9,5,2,0.38375000000000004,0.775
T_STDP,9,5,3,0.37625000000000003,0.7725000000000001
T_STDP,9,5,4,0.35875,0.7625
T_STDP,9,5,5,0.39249999999999996,0.7787499999999999
T_STDP,9,5,6,0.38625,0.7737499999999999
T_STDP,9,5,7,0.37375,0.7725
T_STDP,9,5,8,0.38249999999999995,0.76875
T_STDP,9,5,9,0.38625,0.7775
T_STDP,9,10,0,0.39499999999999996,0.7775000000000001
T_STDP,9,10,1,0.38625000000000004,0.7725
T_STDP,9,10,2,0.38875000000000004,0.77375
T_STDP,9,10,3,0.38499999999999995,0.7725000000000001
T_STDP,9,10,4,0.395,0.77625
T_STDP,9,10,5,0.37625000000000003,0.77
T_STDP,9,10,6,0.3875,0.77875
T_STDP,9,10,7,0.36875,0.76625
T_STDP,9,20,0,0.38875000000000004,0.775
T_STDP,9,20,1,0.39125,0.7750000000000001
T_STDP,9,20,2,0.385,0.77125
T_STDP,9,20,3,0.38375,0.7725000000000001
T_STDP,9,20,4,0.39125,0.7725000000000001
T_STDP,9,40,0,0.385,0.7737499999999999
SRDP,9,1,0,0.38125,0.78
SRDP,9,1,1,0.37749999999999995,0.7462500000000001
SRDP,9,1,2,0.125,0.375
SRDP,9,1,3,0.125,0.375
SRDP,9,1,4,0.3762499999999999,0.7699999999999999
SRDP,9,1,5,0.36999999999999994,0.73
SRDP,9,1,6,0.4,0.7175
SRDP,9,1,7,0.37,0.69375
SRDP,9,1,8,0.41875,0.7525000000000001
SRDP,9,1,9,0.125,0.375
SRDP,9,2,0,0.3975,0.7562499999999999
SRDP,9,2,1,0.4025,0.7749999999999999
SRDP,9,2,2,0.37124999999999997,0.7262500000000001
SRDP,9,2,3,0.41875,0.7525000000000001
SRDP,9,2,4,0.125,0.375
SRDP,9,2,5,0.39375000000000004,0.74
SRDP,9,2,6,0.4175,0.745
SRDP,9,2,7,0.125,0.375
SRDP,9,2,8,0.37625000000000003,0.7375
SRDP,9,2,9,0.125,0.375
SRDP,9,5,0,0.38375,0.7112499999999999
SRDP,9,5,1,0.42000000000000004,0.7499999999999999
SRDP,9,5,2,0.41125,0.74875
SRDP,9,5,3,0.42374999999999996,0.775
SRDP,9,5,4,0.38125,0.7237500000000001
SRDP,9,5,5,0.42125,0.7887500000000001
SRDP,9,5,6,0.425,0.7699999999999999
SRDP,9,5,7,0.43500000000000005,0.78625
SRDP,9,5,8,0.38,0.7449999999999999
SRDP,9,5,9,0.41875,0.7825
SRDP,9,10,0,0.43999999999999995,0.79
SRDP,9,10,1,0.4050000000000001,0.7587499999999999
SRDP,9,10,2,0.42749999999999994,0.79375
SRDP,9,10,3,0.42000000000000004,0.77125
SRDP,9,10,4,0.44125000000000003,0.78125
SRDP,9,10,5,0.44000000000000006,0.78625
SRDP,9,10,6,0.41875,0.77875
SRDP,9,10,7,0.40625,0.7775
SRDP,9,20,0,0.42749999999999994,0.775
SRDP,9,20,1,0.42625,0.77375
SRDP,9,20,2,0.45375,0.785
SRDP,9,20,3,0.42625,0.77625
SRDP,9,20,4,0.4375,0.79
SRDP,9,40,0,0.43125,0.7837500000000001
STDP,10,1,0,0.125,0.375
STDP,10,1,1,0.40499999999999997,0.7825
STDP,10,1,2,0.125,0.375
STDP,10,1,3,0.125,0.375
STDP,10,1,4,0.4,0.7787499999999998
STDP,10,1,5,0.125,0.375
STDP,10,1,6,0.35374999999999995,0.7725
STDP,10,1,7,0.41125,0.7825
STDP,10,1,8,0.125,0.375
STDP,10,1,9,0.125,0.375
STDP,10,2,0,0.40499999999999997,0.7825
STDP,10,2,1,0.41125,0.7825
STDP,10,2,2,0.4074999999999999,0.7750000000000001
STDP,10,2,3,0.125,0.375
STDP,10,2,4,0.39249999999999996,0.77625
STDP,10,2,5,0.40750000000000003,0.77125
STDP,10,2,6,0.125,0.375
STDP,10,2,7,0.40625,0.7812500000000001
STDP,10,2,8,0.125,0.375
STDP,10,2,9,0.41,0.7775000000000001
STDP,10,5,0,0.4225,0.78125
STDP,10,5,1,0.40875000000000006,0.7825
STDP,10,5,2,0.40625,0.78125
STDP,10,5,3,0.395,0.78125
STDP,10,5,4,0.40375000000000005,0.78
STDP,10,5,5,0.4125,0.78125
STDP,10,5,6,0.40750000000000003,0.7775
STDP,10,5,7,0.41500000000000004,0.7775000000000001
STDP,10,5,8,0.41625000000000006,0.78
STDP,10,5,9,0.40750000000000003,0.78
STDP,10,10,0,0.40874999999999995,0.78
STDP,10,10,1,0.40875000000000006,0.7787499999999999
STDP,10,10,2,0.40125,0.7837500000000001
STDP,10,10,3,0.40374999999999994,0.77625
STDP,10,10,4,0.4125,0.78375
STDP,10,10,5,0.41000000000000003,0.7812499999999999
STDP,10,10,6,0.40124999999999994,0.7787499999999999
STDP,10,10,7,0.4025,0.7787499999999999
STDP,10,20,0,0.4025,0.78
STDP,10,20,1,0.40125,0.7787499999999999
STDP,10,20,2,0.40625,0.78125
STDP,10,20,3,0.40374999999999994,0.7799999999999999
STDP,10,20,4,0.40750000000000003,0.7799999999999999
STDP,10,40,0,0.40374999999999994,0.7775
T_STDP,10,1,0,0.125,0.375
T_STDP,10,1,1,0.125,0.37875000000000003
T_STDP,10,1,2,0.125,0.375
T_STDP,10,1,3,0.125,0.375
T_STDP,10,1,4,0.40374999999999994,0.7725000000000001
T_STDP,10,1,5,0.125,0.375
T_STDP,10,1,6,0.13125,0.38125
T_STDP,10,1,7,0.385,0.785
T_STDP,10,1,8,0.125,0.375
T_STDP,10,1,9,0.125,0.375
T_STDP,10,2,0,0.125,0.37875000000000003
T_STDP,10,2,1,0.385,0.785
T_STDP,10,2,2,0.41125,0.77625
T_STDP,10,2,3,0.125,0.375
T_STDP,10,2,4,0.38375,0.77625
T_STDP,10,2,5,0.41125,0.775
T_STDP,10,2,6,0.125,0.375
T_STDP,10,2,7,0.39125,0.78
T_STDP,10,2,8,0.125,0.375
T_STDP,10,2,9,0.42125,0.7787499999999999
T_STDP,10,5,0,0.42000000000000004,0.7849999999999999
T_STDP,10,5,1,0.40374999999999994,0.78625
T_STDP,10,5,2,0.41875,0.79125
T_STDP,10,5,3,0.40874999999999995,0.7849999999999999
T_STDP,10,5,4,0.39875000000000005,0.775
T_STDP,10,5,5,0.41500000000000004,0.78375
T_STDP,10,5,6,0.39624999999999994,0.77875
T_STDP,10,5,7,0.41624999999999995,0.785
T_STDP,10,5,8,0.39125,0.7775
T_STDP,10,5,9,0.39874999999999994,0.7849999999999999
T_STDP,10,10,0,0.4175,0.78625
T_STDP,10,10,1,0.40124999999999994,0.78
T_STDP,10,10,2,0.40125,0.7775
T_STDP,10,10,3,0.3975,0.78
T_STDP,10,10,4,0.41375,0.7812500000000001
T_STDP,10,10,5,0.4074999999999999,0.7825000000000001
T_STDP,10,10,6,0.395,0.77625
T_STDP,10,10,7,0.40874999999999995,0.7812499999999999
T_STDP,10,20,0,0.41000000000000003,0.7825
T_STDP,10,20,1,0.4050000000000001,0.77875
T_STDP,10,20,2,0.40125,0.78
T_STDP,10,20,3,0.40124999999999994,0.7825
T_STDP,10,20,4,0.40374999999999994,0.77625
T_STDP,10,40,0,0.40625,0.77875
SRDP,10,1,0,0.125,0.375
SRDP,10,1,1,0.4025,0.75
SRDP,10,1,2,0.125,0.375
SRDP,10,1,3,0.41749999999999987,0.7825
SRDP,10,1,4,0.445,0.795
SRDP,10,1,5,0.125,0.375
SRDP,10,1,6,0.40875000000000006,0.7437499999999998
SRDP,10,1,7,0.33625000000000005,0.5662499999999999
SRDP,10,1,8,0.125,0.375
SRDP,10,1,9,0.125,0.375
SRDP,10,2,0,0.4025,0.75
SRDP,10,2,1,0.33625000000000005,0.5662499999999999
SRDP,10,2,2,0.48999999999999994,0.7925
SRDP,10,2,3,0.125,0.375
SRDP,10,2,4,0.45375000000000004,0.7675
SRDP,10,2,5,0.46749999999999997,0.7849999999999999
SRDP,10,2,6,0.125,0.375
SRDP,10,2,7,0.44375,0.7975
SRDP,10,2,8,0.125,0.375
SRDP,10,2,9,0.34750000000000003,0.63
SRDP,10,5,0,0.44749999999999995,0.79625
SRDP,10,5,1,0.48375,0.8012500000000001
SRDP,10,5,2,0.44625000000000004,0.7925
SRDP,10,5,3,0.47874999999999995,0.7925
SRDP,10,5,4,0.46125,0.80625
SRDP,10,5,5,0.47000000000000003,0.8037500000000002
SRDP,10,5,6,0.48374999999999996,0.79375
SRDP,10,5,7,0.46375,0.7924999999999999
SRDP,10,5,8,0.45,0.7899999999999999
SRDP,10,5,9,0.46625000000000005,0.79875
SRDP,10,10,0,0.4774999999999999,0.7899999999999999
SRDP,10,10,1,0.47625,0.7975000000000001
SRDP,10,10,2,0.44875,0.81125
SRDP,10,10,3,0.50625,0.80625
SRDP,10,10,4,0.49000000000000005,0.79125
SRDP,10,10,5,0.46875,0.78875
SRDP,10,10,6,0.485,0.805
SRDP,10,10,7,0.47750000000000004,0.78625
SRDP,10,20,0,0.50625,0.79875
SRDP,10,20,1,0.48624999999999996,0.7975000000000001
SRDP,10,20,2,0.48375,0.7962499999999999
SRDP,10,20,3,0.49375,0.7975
SRDP,10,20,4,0.48375,0.7949999999999999
SRDP,10,40,0,0.4887499999999999,0.7999999999999999
